	virus_type	district	season	case_number	year	area [ha]	population	population_density	population_density_bw	pop_exp	pop_dens_exp	area_exp	area [km^2]	area ex [km^2]	mean_pop_dens_exp
182	IF A(H1N1) prepandemic	KN	2000/01	0.0	2000	81776.0	266183.0	326.0	294.0	245121.61	299.67	81797.33	817.9733	817.97	327.97818181818184
183	IF A(H1N2)	KN	2000/01	0.0	2000	81776.0	266183.0	326.0	294.0	245121.61	299.67	81797.33	817.9733	817.97	327.97818181818184
184	IF A(H3N2)	KN	2000/01	0.0	2000	81776.0	266183.0	326.0	294.0	245121.61	299.67	81797.33	817.9733	817.97	327.97818181818184
185	IF A/B not determined	KN	2000/01	0.0	2000	81776.0	266183.0	326.0	294.0	245121.61	299.67	81797.33	817.9733	817.97	327.97818181818184
186	IF B	KN	2000/01	2.0	2000	81776.0	266183.0	326.0	294.0	245121.61	299.67	81797.33	817.9733	817.97	327.97818181818184
187	IF C	KN	2000/01	0.0	2000	81776.0	266183.0	326.0	294.0	245121.61	299.67	81797.33	817.9733	817.97	327.97818181818184
188	not determined	KN	2000/01	0.0	2000	81776.0	266183.0	326.0	294.0	245121.61	299.67	81797.33	817.9733	817.97	327.97818181818184
189	IF A	KUEN	2000/01	10.0	2000	77676.0	107754.0	139.0	294.0	99291.02	127.83	77675.43	776.7543	776.75	137.26181818181817
190	IF A(H1N1) pandemic09	KUEN	2000/01	0.0	2000	77676.0	107754.0	139.0	294.0	99291.02	127.83	77675.43	776.7543	776.75	137.26181818181817
191	IF A(H1N1) prepandemic	KUEN	2000/01	0.0	2000	77676.0	107754.0	139.0	294.0	99291.02	127.83	77675.43	776.7543	776.75	137.26181818181817
192	IF A(H1N2)	KUEN	2000/01	0.0	2000	77676.0	107754.0	139.0	294.0	99291.02	127.83	77675.43	776.7543	776.75	137.26181818181817
193	IF A(H3N2)	KUEN	2000/01	0.0	2000	77676.0	107754.0	139.0	294.0	99291.02	127.83	77675.43	776.7543	776.75	137.26181818181817
194	IF A/B not determined	KUEN	2000/01	0.0	2000	77676.0	107754.0	139.0	294.0	99291.02	127.83	77675.43	776.7543	776.75	137.26181818181817
195	IF B	KUEN	2000/01	0.0	2000	77676.0	107754.0	139.0	294.0	99291.02	127.83	77675.43	776.7543	776.75	137.26181818181817
196	IF C	KUEN	2000/01	0.0	2000	77676.0	107754.0	139.0	294.0	99291.02	127.83	77675.43	776.7543	776.75	137.26181818181817
197	not determined	KUEN	2000/01	0.0	2000	77676.0	107754.0	139.0	294.0	99291.02	127.83	77675.43	776.7543	776.75	137.26181818181817
198	IF A	LOE	2000/01	0.0	2000	80681.0	217175.0	269.0	294.0	207663.93	257.4	80676.52	806.7652	806.77	272.3363636363636
199	IF A(H1N1) pandemic09	LOE	2000/01	0.0	2000	80681.0	217175.0	269.0	294.0	207663.93	257.4	80676.52	806.7652	806.77	272.3363636363636
200	IF A(H1N1) prepandemic	LOE	2000/01	0.0	2000	80681.0	217175.0	269.0	294.0	207663.93	257.4	80676.52	806.7652	806.77	272.3363636363636
201	IF A(H1N2)	LOE	2000/01	0.0	2000	80681.0	217175.0	269.0	294.0	207663.93	257.4	80676.52	806.7652	806.77	272.3363636363636
202	IF A(H3N2)	LOE	2000/01	0.0	2000	80681.0	217175.0	269.0	294.0	207663.93	257.4	80676.52	806.7652	806.77	272.3363636363636
203	IF A/B not determined	LOE	2000/01	0.0	2000	80681.0	217175.0	269.0	294.0	207663.93	257.4	80676.52	806.7652	806.77	272.3363636363636
204	IF B	LOE	2000/01	0.0	2000	80681.0	217175.0	269.0	294.0	207663.93	257.4	80676.52	806.7652	806.77	272.3363636363636
205	IF C	LOE	2000/01	0.0	2000	80681.0	217175.0	269.0	294.0	207663.93	257.4	80676.52	806.7652	806.77	272.3363636363636
206	not determined	LOE	2000/01	4.0	2000	80681.0	217175.0	269.0	294.0	207663.93	257.4	80676.52	806.7652	806.77	272.3363636363636
207	IF A	LW	2000/01	15.0	2000	68681.0	497764.0	725.0	294.0	470485.85	685.03	68680.81	686.8081	686.81	746.2786363636365
208	IF A(H1N1) pandemic09	LW	2000/01	0.0	2000	68681.0	497764.0	725.0	294.0	470485.85	685.03	68680.81	686.8081	686.81	746.2786363636365
209	IF A(H1N1) prepandemic	LW	2000/01	0.0	2000	68681.0	497764.0	725.0	294.0	470485.85	685.03	68680.81	686.8081	686.81	746.2786363636365
210	IF A(H1N2)	LW	2000/01	0.0	2000	68681.0	497764.0	725.0	294.0	470485.85	685.03	68680.81	686.8081	686.81	746.2786363636365
211	IF A(H3N2)	LW	2000/01	0.0	2000	68681.0	497764.0	725.0	294.0	470485.85	685.03	68680.81	686.8081	686.81	746.2786363636365
212	IF A/B not determined	LW	2000/01	0.0	2000	68681.0	497764.0	725.0	294.0	470485.85	685.03	68680.81	686.8081	686.81	746.2786363636365
213	IF B	LW	2000/01	0.0	2000	68681.0	497764.0	725.0	294.0	470485.85	685.03	68680.81	686.8081	686.81	746.2786363636365
214	IF C	LW	2000/01	0.0	2000	68681.0	497764.0	725.0	294.0	470485.85	685.03	68680.81	686.8081	686.81	746.2786363636365
215	not determined	LW	2000/01	0.0	2000	68681.0	497764.0	725.0	294.0	470485.85	685.03	68680.81	686.8081	686.81	746.2786363636365
216	IF A	MA	2000/01	2.0	2000	14496.0	306729.0	2116.0	294.0	268950.89	1855.35	14496.24	144.9624	144.96	2014.8950000000002
217	IF A(H1N1) pandemic09	MA	2000/01	0.0	2000	14496.0	306729.0	2116.0	294.0	268950.89	1855.35	14496.24	144.9624	144.96	2014.8950000000002
218	IF A(H1N1) prepandemic	MA	2000/01	0.0	2000	14496.0	306729.0	2116.0	294.0	268950.89	1855.35	14496.24	144.9624	144.96	2014.8950000000002
219	IF A(H1N2)	MA	2000/01	0.0	2000	14496.0	306729.0	2116.0	294.0	268950.89	1855.35	14496.24	144.9624	144.96	2014.8950000000002
220	IF A(H3N2)	MA	2000/01	0.0	2000	14496.0	306729.0	2116.0	294.0	268950.89	1855.35	14496.24	144.9624	144.96	2014.8950000000002
221	IF A/B not determined	MA	2000/01	0.0	2000	14496.0	306729.0	2116.0	294.0	268950.89	1855.35	14496.24	144.9624	144.96	2014.8950000000002
222	IF B	MA	2000/01	0.0	2000	14496.0	306729.0	2116.0	294.0	268950.89	1855.35	14496.24	144.9624	144.96	2014.8950000000002
223	IF C	MA	2000/01	0.0	2000	14496.0	306729.0	2116.0	294.0	268950.89	1855.35	14496.24	144.9624	144.96	2014.8950000000002
224	not determined	MA	2000/01	0.0	2000	14496.0	306729.0	2116.0	294.0	268950.89	1855.35	14496.24	144.9624	144.96	2014.8950000000002
225	IF A	MT	2000/01	10.0	2000	130443.0	137057.0	105.0	294.0	126162.76	96.72	130434.67	1304.3467	1304.35	99.46909090909092
226	IF A(H1N1) pandemic09	MT	2000/01	0.0	2000	130443.0	137057.0	105.0	294.0	126162.76	96.72	130434.67	1304.3467	1304.35	99.46909090909092
227	IF A(H1N1) prepandemic	MT	2000/01	0.0	2000	130443.0	137057.0	105.0	294.0	126162.76	96.72	130434.67	1304.3467	1304.35	99.46909090909092
228	IF A(H1N2)	MT	2000/01	0.0	2000	130443.0	137057.0	105.0	294.0	126162.76	96.72	130434.67	1304.3467	1304.35	99.46909090909092
229	IF A(H3N2)	MT	2000/01	0.0	2000	130443.0	137057.0	105.0	294.0	126162.76	96.72	130434.67	1304.3467	1304.35	99.46909090909092
230	IF A/B not determined	MT	2000/01	0.0	2000	130443.0	137057.0	105.0	294.0	126162.76	96.72	130434.67	1304.3467	1304.35	99.46909090909092
231	IF B	MT	2000/01	0.0	2000	130443.0	137057.0	105.0	294.0	126162.76	96.72	130434.67	1304.3467	1304.35	99.46909090909092
232	IF C	MT	2000/01	0.0	2000	130443.0	137057.0	105.0	294.0	126162.76	96.72	130434.67	1304.3467	1304.35	99.46909090909092
233	not determined	MT	2000/01	0.0	2000	130443.0	137057.0	105.0	294.0	126162.76	96.72	130434.67	1304.3467	1304.35	99.46909090909092
234	IF A	NO	2000/01	9.0	2000	112632.0	149424.0	133.0	294.0	139046.62	123.47	112620.14	1126.2014	1126.2	125.72772727272726
235	IF A(H1N1) pandemic09	NO	2000/01	0.0	2000	112632.0	149424.0	133.0	294.0	139046.62	123.47	112620.14	1126.2014	1126.2	125.72772727272726
236	IF A(H1N1) prepandemic	NO	2000/01	0.0	2000	112632.0	149424.0	133.0	294.0	139046.62	123.47	112620.14	1126.2014	1126.2	125.72772727272726
237	IF A(H1N2)	NO	2000/01	0.0	2000	112632.0	149424.0	133.0	294.0	139046.62	123.47	112620.14	1126.2014	1126.2	125.72772727272726
238	IF A(H3N2)	NO	2000/01	0.0	2000	112632.0	149424.0	133.0	294.0	139046.62	123.47	112620.14	1126.2014	1126.2	125.72772727272726
239	IF A/B not determined	NO	2000/01	0.0	2000	112632.0	149424.0	133.0	294.0	139046.62	123.47	112620.14	1126.2014	1126.2	125.72772727272726
240	IF B	NO	2000/01	0.0	2000	112632.0	149424.0	133.0	294.0	139046.62	123.47	112620.14	1126.2014	1126.2	125.72772727272726
241	IF C	NO	2000/01	0.0	2000	112632.0	149424.0	133.0	294.0	139046.62	123.47	112620.14	1126.2014	1126.2	125.72772727272726
242	not determined	NO	2000/01	0.0	2000	112632.0	149424.0	133.0	294.0	139046.62	123.47	112620.14	1126.2014	1126.2	125.72772727272726
243	IF A	OA	2000/01	3.0	2000	151157.0	314198.0	208.0	294.0	294682.18	194.96	151152.76	1511.5276000000001	1511.53	202.13636363636363
244	IF A(H1N1) pandemic09	OA	2000/01	0.0	2000	151157.0	314198.0	208.0	294.0	294682.18	194.96	151152.76	1511.5276000000001	1511.53	202.13636363636363
245	IF A(H1N1) prepandemic	OA	2000/01	0.0	2000	151157.0	314198.0	208.0	294.0	294682.18	194.96	151152.76	1511.5276000000001	1511.53	202.13636363636363
246	IF A(H1N2)	OA	2000/01	0.0	2000	151157.0	314198.0	208.0	294.0	294682.18	194.96	151152.76	1511.5276000000001	1511.53	202.13636363636363
247	IF A(H3N2)	OA	2000/01	0.0	2000	151157.0	314198.0	208.0	294.0	294682.18	194.96	151152.76	1511.5276000000001	1511.53	202.13636363636363
248	IF A/B not determined	OA	2000/01	0.0	2000	151157.0	314198.0	208.0	294.0	294682.18	194.96	151152.76	1511.5276000000001	1511.53	202.13636363636363
249	IF B	OA	2000/01	0.0	2000	151157.0	314198.0	208.0	294.0	294682.18	194.96	151152.76	1511.5276000000001	1511.53	202.13636363636363
250	IF C	OA	2000/01	0.0	2000	151157.0	314198.0	208.0	294.0	294682.18	194.96	151152.76	1511.5276000000001	1511.53	202.13636363636363
251	not determined	OA	2000/01	0.0	2000	151157.0	314198.0	208.0	294.0	294682.18	194.96	151152.76	1511.5276000000001	1511.53	202.13636363636363
252	IF A	OG	2000/01	13.0	2000	185073.0	408126.0	221.0	294.0	378779.96	204.67	185070.19	1850.7019	1850.7	220.22636363636363
253	IF A(H1N1) pandemic09	OG	2000/01	0.0	2000	185073.0	408126.0	221.0	294.0	378779.96	204.67	185070.19	1850.7019	1850.7	220.22636363636363
254	IF A(H1N1) prepandemic	OG	2000/01	0.0	2000	185073.0	408126.0	221.0	294.0	378779.96	204.67	185070.19	1850.7019	1850.7	220.22636363636363
255	IF A(H1N2)	OG	2000/01	0.0	2000	185073.0	408126.0	221.0	294.0	378779.96	204.67	185070.19	1850.7019	1850.7	220.22636363636363
256	IF A(H3N2)	OG	2000/01	0.0	2000	185073.0	408126.0	221.0	294.0	378779.96	204.67	185070.19	1850.7019	1850.7	220.22636363636363
257	IF A/B not determined	OG	2000/01	0.0	2000	185073.0	408126.0	221.0	294.0	378779.96	204.67	185070.19	1850.7019	1850.7	220.22636363636363
258	IF B	OG	2000/01	1.0	2000	185073.0	408126.0	221.0	294.0	378779.96	204.67	185070.19	1850.7019	1850.7	220.22636363636363
259	IF C	OG	2000/01	0.0	2000	185073.0	408126.0	221.0	294.0	378779.96	204.67	185070.19	1850.7019	1850.7	220.22636363636363
260	not determined	OG	2000/01	0.0	2000	185073.0	408126.0	221.0	294.0	378779.96	204.67	185070.19	1850.7019	1850.7	220.22636363636363
261	IF A	PF	2000/01	3.0	2000	9784.0	117156.0	1197.0	294.0	101035.78	1030.98	9799.9	97.999	98.0	1173.2822727272728
262	IF A(H1N1) pandemic09	PF	2000/01	0.0	2000	9784.0	117156.0	1197.0	294.0	101035.78	1030.98	9799.9	97.999	98.0	1173.2822727272728
263	IF A(H1N1) prepandemic	PF	2000/01	0.0	2000	9784.0	117156.0	1197.0	294.0	101035.78	1030.98	9799.9	97.999	98.0	1173.2822727272728
264	IF A(H1N2)	PF	2000/01	0.0	2000	9784.0	117156.0	1197.0	294.0	101035.78	1030.98	9799.9	97.999	98.0	1173.2822727272728
265	IF A(H3N2)	PF	2000/01	0.0	2000	9784.0	117156.0	1197.0	294.0	101035.78	1030.98	9799.9	97.999	98.0	1173.2822727272728
266	IF A/B not determined	PF	2000/01	0.0	2000	9784.0	117156.0	1197.0	294.0	101035.78	1030.98	9799.9	97.999	98.0	1173.2822727272728
267	IF B	PF	2000/01	0.0	2000	9784.0	117156.0	1197.0	294.0	101035.78	1030.98	9799.9	97.999	98.0	1173.2822727272728
268	IF C	PF	2000/01	0.0	2000	9784.0	117156.0	1197.0	294.0	101035.78	1030.98	9799.9	97.999	98.0	1173.2822727272728
269	not determined	PF	2000/01	0.0	2000	9784.0	117156.0	1197.0	294.0	101035.78	1030.98	9799.9	97.999	98.0	1173.2822727272728
270	IF A	RA	2000/01	0.0	2000	73883.0	223328.0	302.0	294.0	207821.42	281.33	73869.67	738.6967	738.7	299.26954545454544
271	IF A(H1N1) pandemic09	RA	2000/01	0.0	2000	73883.0	223328.0	302.0	294.0	207821.42	281.33	73869.67	738.6967	738.7	299.26954545454544
272	IF A(H1N1) prepandemic	RA	2000/01	0.0	2000	73883.0	223328.0	302.0	294.0	207821.42	281.33	73869.67	738.6967	738.7	299.26954545454544
273	IF A(H1N2)	RA	2000/01	0.0	2000	73883.0	223328.0	302.0	294.0	207821.42	281.33	73869.67	738.6967	738.7	299.26954545454544
274	IF A(H3N2)	RA	2000/01	0.0	2000	73883.0	223328.0	302.0	294.0	207821.42	281.33	73869.67	738.6967	738.7	299.26954545454544
275	IF A/B not determined	RA	2000/01	0.0	2000	73883.0	223328.0	302.0	294.0	207821.42	281.33	73869.67	738.6967	738.7	299.26954545454544
276	IF B	RA	2000/01	0.0	2000	73883.0	223328.0	302.0	294.0	207821.42	281.33	73869.67	738.6967	738.7	299.26954545454544
277	IF C	RA	2000/01	0.0	2000	73883.0	223328.0	302.0	294.0	207821.42	281.33	73869.67	738.6967	738.7	299.26954545454544
278	not determined	RA	2000/01	5.0	2000	73883.0	223328.0	302.0	294.0	207821.42	281.33	73869.67	738.6967	738.7	299.26954545454544
279	IF A	RM	2000/01	24.0	2000	85814.0	409296.0	477.0	294.0	379263.34	441.96	85812.62	858.1261999999999	858.13	473.23454545454535
280	IF A(H1N1) pandemic09	RM	2000/01	0.0	2000	85814.0	409296.0	477.0	294.0	379263.34	441.96	85812.62	858.1261999999999	858.13	473.23454545454535
281	IF A(H1N1) prepandemic	RM	2000/01	0.0	2000	85814.0	409296.0	477.0	294.0	379263.34	441.96	85812.62	858.1261999999999	858.13	473.23454545454535
282	IF A(H1N2)	RM	2000/01	0.0	2000	85814.0	409296.0	477.0	294.0	379263.34	441.96	85812.62	858.1261999999999	858.13	473.23454545454535
283	IF A(H3N2)	RM	2000/01	0.0	2000	85814.0	409296.0	477.0	294.0	379263.34	441.96	85812.62	858.1261999999999	858.13	473.23454545454535
284	IF A/B not determined	RM	2000/01	0.0	2000	85814.0	409296.0	477.0	294.0	379263.34	441.96	85812.62	858.1261999999999	858.13	473.23454545454535
285	IF B	RM	2000/01	1.0	2000	85814.0	409296.0	477.0	294.0	379263.34	441.96	85812.62	858.1261999999999	858.13	473.23454545454535
286	IF C	RM	2000/01	0.0	2000	85814.0	409296.0	477.0	294.0	379263.34	441.96	85812.62	858.1261999999999	858.13	473.23454545454535
287	not determined	RM	2000/01	1.0	2000	85814.0	409296.0	477.0	294.0	379263.34	441.96	85812.62	858.1261999999999	858.13	473.23454545454535
288	IF A	RN	2000/01	6.0	2000	106171.0	524028.0	494.0	294.0	494793.59	466.05	106167.48	1061.6748	1061.67	494.60636363636365
289	IF A(H1N1) pandemic09	RN	2000/01	0.0	2000	106171.0	524028.0	494.0	294.0	494793.59	466.05	106167.48	1061.6748	1061.67	494.60636363636365
290	IF A(H1N1) prepandemic	RN	2000/01	0.0	2000	106171.0	524028.0	494.0	294.0	494793.59	466.05	106167.48	1061.6748	1061.67	494.60636363636365
291	IF A(H1N2)	RN	2000/01	0.0	2000	106171.0	524028.0	494.0	294.0	494793.59	466.05	106167.48	1061.6748	1061.67	494.60636363636365
292	IF A(H3N2)	RN	2000/01	0.0	2000	106171.0	524028.0	494.0	294.0	494793.59	466.05	106167.48	1061.6748	1061.67	494.60636363636365
293	IF A/B not determined	RN	2000/01	0.0	2000	106171.0	524028.0	494.0	294.0	494793.59	466.05	106167.48	1061.6748	1061.67	494.60636363636365
294	IF B	RN	2000/01	3.0	2000	106171.0	524028.0	494.0	294.0	494793.59	466.05	106167.48	1061.6748	1061.67	494.60636363636365
295	IF C	RN	2000/01	0.0	2000	106171.0	524028.0	494.0	294.0	494793.59	466.05	106167.48	1061.6748	1061.67	494.60636363636365
296	not determined	RN	2000/01	0.0	2000	106171.0	524028.0	494.0	294.0	494793.59	466.05	106167.48	1061.6748	1061.67	494.60636363636365
297	IF A	RV	2000/01	4.0	2000	163181.0	268770.0	165.0	294.0	249751.08	153.05	163188.14	1631.8814000000002	1631.88	165.23772727272726
298	IF A(H1N1) pandemic09	RV	2000/01	0.0	2000	163181.0	268770.0	165.0	294.0	249751.08	153.05	163188.14	1631.8814000000002	1631.88	165.23772727272726
299	IF A(H1N1) prepandemic	RV	2000/01	0.0	2000	163181.0	268770.0	165.0	294.0	249751.08	153.05	163188.14	1631.8814000000002	1631.88	165.23772727272726
300	IF A(H1N2)	RV	2000/01	0.0	2000	163181.0	268770.0	165.0	294.0	249751.08	153.05	163188.14	1631.8814000000002	1631.88	165.23772727272726
301	IF A(H3N2)	RV	2000/01	0.0	2000	163181.0	268770.0	165.0	294.0	249751.08	153.05	163188.14	1631.8814000000002	1631.88	165.23772727272726
302	IF A/B not determined	RV	2000/01	0.0	2000	163181.0	268770.0	165.0	294.0	249751.08	153.05	163188.14	1631.8814000000002	1631.88	165.23772727272726
303	IF B	RV	2000/01	0.0	2000	163181.0	268770.0	165.0	294.0	249751.08	153.05	163188.14	1631.8814000000002	1631.88	165.23772727272726
304	IF C	RV	2000/01	0.0	2000	163181.0	268770.0	165.0	294.0	249751.08	153.05	163188.14	1631.8814000000002	1631.88	165.23772727272726
305	not determined	RV	2000/01	0.0	2000	163181.0	268770.0	165.0	294.0	249751.08	153.05	163188.14	1631.8814000000002	1631.88	165.23772727272726
306	IF A	RW	2000/01	2.0	2000	76943.0	140873.0	183.0	294.0	128526.36	167.04	76942.71	769.4271000000001	769.43	175.11954545454543
307	IF A(H1N1) pandemic09	RW	2000/01	0.0	2000	76943.0	140873.0	183.0	294.0	128526.36	167.04	76942.71	769.4271000000001	769.43	175.11954545454543
308	IF A(H1N1) prepandemic	RW	2000/01	0.0	2000	76943.0	140873.0	183.0	294.0	128526.36	167.04	76942.71	769.4271000000001	769.43	175.11954545454543
309	IF A(H1N2)	RW	2000/01	0.0	2000	76943.0	140873.0	183.0	294.0	128526.36	167.04	76942.71	769.4271000000001	769.43	175.11954545454543
310	IF A(H3N2)	RW	2000/01	0.0	2000	76943.0	140873.0	183.0	294.0	128526.36	167.04	76942.71	769.4271000000001	769.43	175.11954545454543
311	IF A/B not determined	RW	2000/01	0.0	2000	76943.0	140873.0	183.0	294.0	128526.36	167.04	76942.71	769.4271000000001	769.43	175.11954545454543
312	IF B	RW	2000/01	0.0	2000	76943.0	140873.0	183.0	294.0	128526.36	167.04	76942.71	769.4271000000001	769.43	175.11954545454543
313	IF C	RW	2000/01	0.0	2000	76943.0	140873.0	183.0	294.0	128526.36	167.04	76942.71	769.4271000000001	769.43	175.11954545454543
314	not determined	RW	2000/01	0.0	2000	76943.0	140873.0	183.0	294.0	128526.36	167.04	76942.71	769.4271000000001	769.43	175.11954545454543
315	IF A	S	2000/01	32.0	2000	20736.0	583874.0	2816.0	294.0	540471.62	2606.57	20734.86	207.3486	207.35	2863.5299999999997
316	IF A(H1N1) pandemic09	S	2000/01	0.0	2000	20736.0	583874.0	2816.0	294.0	540471.62	2606.57	20734.86	207.3486	207.35	2863.5299999999997
317	IF A(H1N1) prepandemic	S	2000/01	0.0	2000	20736.0	583874.0	2816.0	294.0	540471.62	2606.57	20734.86	207.3486	207.35	2863.5299999999997
318	IF A(H1N2)	S	2000/01	0.0	2000	20736.0	583874.0	2816.0	294.0	540471.62	2606.57	20734.86	207.3486	207.35	2863.5299999999997
319	IF A(H3N2)	S	2000/01	0.0	2000	20736.0	583874.0	2816.0	294.0	540471.62	2606.57	20734.86	207.3486	207.35	2863.5299999999997
320	IF A/B not determined	S	2000/01	0.0	2000	20736.0	583874.0	2816.0	294.0	540471.62	2606.57	20734.86	207.3486	207.35	2863.5299999999997
321	IF B	S	2000/01	0.0	2000	20736.0	583874.0	2816.0	294.0	540471.62	2606.57	20734.86	207.3486	207.35	2863.5299999999997
322	IF C	S	2000/01	0.0	2000	20736.0	583874.0	2816.0	294.0	540471.62	2606.57	20734.86	207.3486	207.35	2863.5299999999997
323	not determined	S	2000/01	2.0	2000	20736.0	583874.0	2816.0	294.0	540471.62	2606.57	20734.86	207.3486	207.35	2863.5299999999997
324	IF A	SHA	2000/01	28.0	2000	148403.0	185728.0	125.0	294.0	170353.24	114.79	148403.05	1484.0304999999998	1484.03	124.63863636363637
325	IF A(H1N1) pandemic09	SHA	2000/01	0.0	2000	148403.0	185728.0	125.0	294.0	170353.24	114.79	148403.05	1484.0304999999998	1484.03	124.63863636363637
326	IF A(H1N1) prepandemic	SHA	2000/01	0.0	2000	148403.0	185728.0	125.0	294.0	170353.24	114.79	148403.05	1484.0304999999998	1484.03	124.63863636363637
327	IF A(H1N2)	SHA	2000/01	0.0	2000	148403.0	185728.0	125.0	294.0	170353.24	114.79	148403.05	1484.0304999999998	1484.03	124.63863636363637
328	IF A(H3N2)	SHA	2000/01	0.0	2000	148403.0	185728.0	125.0	294.0	170353.24	114.79	148403.05	1484.0304999999998	1484.03	124.63863636363637
329	IF A/B not determined	SHA	2000/01	0.0	2000	148403.0	185728.0	125.0	294.0	170353.24	114.79	148403.05	1484.0304999999998	1484.03	124.63863636363637
330	IF B	SHA	2000/01	0.0	2000	148403.0	185728.0	125.0	294.0	170353.24	114.79	148403.05	1484.0304999999998	1484.03	124.63863636363637
331	IF C	SHA	2000/01	0.0	2000	148403.0	185728.0	125.0	294.0	170353.24	114.79	148403.05	1484.0304999999998	1484.03	124.63863636363637
332	not determined	SHA	2000/01	0.0	2000	148403.0	185728.0	125.0	294.0	170353.24	114.79	148403.05	1484.0304999999998	1484.03	124.63863636363637
333	IF A	SIG	2000/01	0.0	2000	120435.0	133500.0	111.0	294.0	121575.19	100.95	120432.29	1204.3229	1204.32	105.31818181818181
334	IF A(H1N1) pandemic09	SIG	2000/01	0.0	2000	120435.0	133500.0	111.0	294.0	121575.19	100.95	120432.29	1204.3229	1204.32	105.31818181818181
335	IF A(H1N1) prepandemic	SIG	2000/01	0.0	2000	120435.0	133500.0	111.0	294.0	121575.19	100.95	120432.29	1204.3229	1204.32	105.31818181818181
336	IF A(H1N2)	SIG	2000/01	0.0	2000	120435.0	133500.0	111.0	294.0	121575.19	100.95	120432.29	1204.3229	1204.32	105.31818181818181
337	IF A(H3N2)	SIG	2000/01	0.0	2000	120435.0	133500.0	111.0	294.0	121575.19	100.95	120432.29	1204.3229	1204.32	105.31818181818181
338	IF A/B not determined	SIG	2000/01	0.0	2000	120435.0	133500.0	111.0	294.0	121575.19	100.95	120432.29	1204.3229	1204.32	105.31818181818181
339	IF B	SIG	2000/01	0.0	2000	120435.0	133500.0	111.0	294.0	121575.19	100.95	120432.29	1204.3229	1204.32	105.31818181818181
340	IF C	SIG	2000/01	0.0	2000	120435.0	133500.0	111.0	294.0	121575.19	100.95	120432.29	1204.3229	1204.32	105.31818181818181
341	not determined	SIG	2000/01	11.0	2000	120435.0	133500.0	111.0	294.0	121575.19	100.95	120432.29	1204.3229	1204.32	105.31818181818181
342	IF A	TUE	2000/01	2.0	2000	51916.0	208535.0	402.0	294.0	192196.81	370.21	51916.29	519.1629	519.16	409.0036363636363
343	IF A(H1N1) pandemic09	TUE	2000/01	0.0	2000	51916.0	208535.0	402.0	294.0	192196.81	370.21	51916.29	519.1629	519.16	409.0036363636363
344	IF A(H1N1) prepandemic	TUE	2000/01	0.0	2000	51916.0	208535.0	402.0	294.0	192196.81	370.21	51916.29	519.1629	519.16	409.0036363636363
345	IF A(H1N2)	TUE	2000/01	0.0	2000	51916.0	208535.0	402.0	294.0	192196.81	370.21	51916.29	519.1629	519.16	409.0036363636363
